,localx_X,localy_X,vel_X,acc_X,laneID_X,dzone_X,int_X,section_X,direction_X,movement_X,space_headway_X,localy_Y,vel_Y,acc_Y,laneID_Y,dzone_Y,int_Y,section_Y,direction_Y,movement_Y,space_headway_Y,relative_x,relative_y,relative_distance,num_lanes,duration
1358,25.948,234.081,12.8,-4.39,2.0,208.0,0.0,2.0,2.0,1.0,72.41,324.437,0.45,1.06,3.0,208.0,0.0,2.0,2.0,1.0,19.61,-14.711890243868368,-23.13414634150033,27.415842892342052,3.0,21600.0
1359,65.411,1503.892,19.96,9.16,4.0,208.0,4.0,0.0,2.0,1.0,0.0,1420.618,2.22,-3.71,3.0,208.0,0.0,4.0,2.0,1.0,34.01,6.611280488247823,24.17317073168972,25.06094996040068,3.0,3600.0
1360,39.188,1416.911,0.9,4.18,3.0,208.0,0.0,4.0,2.0,1.0,37.71,1494.838,0.0,0.0,2.0,208.0,4.0,0.0,2.0,1.0,0.0,1.6826219513171876,-22.44237804879071,22.505367117998713,3.0,12200.0
1361,39.351,302.42,0.0,0.0,3.0,208.0,0.0,2.0,2.0,1.0,26.5,148.013,30.61,-3.1,1.0,208.0,0.0,2.0,2.0,1.0,89.29,26.349999999809192,39.44786585364832,47.43897785995581,3.0,6400.0
1362,38.825,288.828,4.62,-0.37,3.0,208.0,0.0,2.0,2.0,1.0,19.42,158.069,13.35,-8.2,2.0,208.0,0.0,2.0,2.0,1.0,46.62,19.994817072775486,34.27652439021608,39.682147548322426,3.0,5200.0
1363,37.029,1404.595,6.91,0.53,3.0,208.0,0.0,4.0,2.0,1.0,48.87,1484.493,0.0,0.0,3.0,208.0,4.0,0.0,2.0,1.0,0.0,-2.606402439201569,-23.264634146329538,23.410180170977718,3.0,16100.0
1364,-13.592,1605.129,0.0,0.0,1.0,201.0,0.0,5.0,4.0,1.0,0.0,1485.55,0.0,0.0,4.0,208.0,4.0,0.0,2.0,1.0,0.0,-24.714939024799122,34.23719512193646,42.22574736836624,3.0,33100.0
1365,49.098,277.0,0.0,0.0,4.0,203.0,0.0,2.0,2.0,1.0,22.94,324.433,0.0,0.0,3.0,208.0,0.0,2.0,2.0,1.0,19.62,-3.1783536584797982,-14.475000000036344,14.81983660434298,3.0,17500.0
1366,-26.22,1594.566,0.0,0.0,2.0,201.0,0.0,5.0,4.0,1.0,0.0,1486.65,5.25,15.01,4.0,208.0,4.0,0.0,2.0,1.0,0.0,-27.99390243911525,32.26798780485363,42.718633062691566,3.0,5900.0
1367,51.24,1484.493,0.0,0.0,3.0,208.0,4.0,0.0,2.0,1.0,0.0,1594.9260000000006,0.0,0.0,2.0,201.0,0.0,5.0,4.0,1.0,0.0,23.235060975932317,-33.201524390265476,40.52418142779304,3.0,31800.0
1368,-26.509,1594.945,0.11,-1.8,2.0,201.0,0.0,5.0,4.0,1.0,0.0,1494.977,0.1,0.0,2.0,208.0,4.0,0.0,2.0,1.0,0.0,-19.182621951146825,30.174390243922893,35.75565425933594,3.0,21300.0
1369,39.351,302.42,0.0,0.0,3.0,208.0,0.0,2.0,2.0,1.0,22.01,344.048,0.0,0.0,3.0,208.0,0.0,2.0,2.0,1.0,0.0,-5.478658536221922,-11.448780487848037,12.692134336487591,3.0,16200.0
1370,-13.592,1605.129,0.0,0.0,1.0,201.0,0.0,5.0,4.0,1.0,0.0,1494.838,0.0,0.0,2.0,208.0,4.0,0.0,2.0,1.0,0.0,-15.647865853999267,31.788109756066326,35.430772326446345,3.0,9800.0
1371,-13.592,1605.129,0.0,0.0,1.0,201.0,0.0,5.0,4.0,1.0,0.0,1484.493,0.0,0.0,3.0,208.0,4.0,0.0,2.0,1.0,0.0,-19.84512195212585,34.76676829265737,40.031950274875115,3.0,40500.0
1372,28.613000000000003,312.61,8.75,0.0,2.0,208.0,0.0,2.0,2.0,1.0,25.19,178.982,25.85,-5.23,1.0,208.0,0.0,2.0,2.0,1.0,79.83,20.628658536730747,35.10548780486272,40.717770408537824,3.0,5900.0
1373,18.755,1342.9360000000001,31.28,-4.37,2.0,208.0,0.0,4.0,2.0,1.0,0.0,1440.174,6.21,0.0,3.0,208.0,0.0,4.0,2.0,1.0,44.32,-4.259451219482665,-30.40487804874585,30.701783887101087,3.0,40200.0
1374,29.785999999999998,1437.845,21.16,-10.67,2.0,208.0,0.0,4.0,2.0,1.0,0.0,1456.799,0.0,0.0,4.0,207.0,0.0,4.0,2.0,1.0,28.5,-6.849999999536611,-6.029878048760043,9.125893341288283,3.0,36100.0
1375,32.41,1464.191,7.63,6.04,2.0,208.0,0.0,4.0,2.0,1.0,0.0,1484.493,0.0,0.0,3.0,208.0,4.0,0.0,2.0,1.0,0.0,-5.4771341462960335,-6.432012195142394,8.448063644112919,3.0,33800.0
1376,-37.573,1596.614,0.0,0.0,3.0,201.0,0.0,5.0,4.0,1.0,0.0,1495.121,0.1,0.0,2.0,208.0,4.0,0.0,2.0,1.0,0.0,-22.69817073176411,30.726219512232603,38.200883760486704,3.0,26600.0
1377,38.853,1495.1070000000002,0.1,0.0,2.0,208.0,4.0,0.0,2.0,1.0,0.0,1629.465,0.16,0.0,2.0,201.0,0.0,5.0,4.0,1.0,34.54,20.90945121940089,-37.92317073171811,43.30556579290411,3.0,26100.0
1378,38.44300000000001,1494.994,0.11,0.0,2.0,208.0,4.0,0.0,2.0,1.0,0.0,1625.807,0.0,0.0,1.0,201.0,0.0,5.0,4.0,1.0,20.68,17.66249999977512,-37.75975609754735,41.6864856612826,3.0,22100.0
1379,38.422,1494.989,0.1,0.0,2.0,208.0,4.0,0.0,2.0,1.0,0.0,1647.031,0.0,0.0,3.0,201.0,0.0,5.0,4.0,1.0,50.42,25.51676829277379,-42.108231707314246,49.23625332642575,3.0,21900.0
1380,38.157,1494.9129999999998,0.1,0.0,2.0,208.0,4.0,0.0,2.0,1.0,0.0,1408.98,6.1,0.0,4.0,208.0,0.0,4.0,2.0,1.0,30.34,-4.2353658536562655,24.507317073123602,24.870603411194768,3.0,19300.0
1381,38.033,1494.8770000000006,0.1,0.0,2.0,208.0,4.0,0.0,2.0,1.0,0.0,1439.317,0.0,0.0,4.0,207.0,0.0,4.0,2.0,1.0,17.48,-4.733841463628157,16.75304878047361,17.409017733453354,3.0,18100.0
1382,37.9,1494.838,0.0,0.0,2.0,208.0,4.0,0.0,2.0,1.0,0.0,1485.55,0.0,0.0,4.0,208.0,4.0,0.0,2.0,1.0,0.0,-9.067073170799851,2.4490853658701277,9.392009104230985,3.0,13500.0
1383,37.9,1494.838,0.0,0.0,2.0,208.0,4.0,0.0,2.0,1.0,0.0,1594.2820000000006,0.0,0.0,4.0,210.0,0.0,5.0,4.0,1.0,0.0,26.1557926832721,-30.21219512192169,39.961259051428534,3.0,11700.0
1384,20.132,115.43799999999999,24.6,0.0,2.0,208.0,0.0,2.0,2.0,1.0,133.49,93.87,19.8,-1.63,3.0,208.0,0.0,2.0,2.0,1.0,144.94,-0.18749999978420576,7.189634146322156,7.1920786569586825,3.0,16000.0
1385,-49.847,1594.2820000000006,0.0,0.0,4.0,210.0,0.0,5.0,4.0,1.0,0.0,1485.5220000000006,0.77,8.33,4.0,208.0,4.0,0.0,2.0,1.0,0.0,-35.21097561020814,32.67743902432834,48.03777497565191,3.0,7000.0
1386,15.214,377.298,16.24,2.22,1.0,208.0,2.0,0.0,2.0,1.0,0.0,263.566,3.17,0.0,2.0,208.0,0.0,2.0,2.0,1.0,24.0,11.89847560996962,31.98384146345212,34.12535474687817,3.0,4900.0
1387,26.763,232.262,10.0,0.0,2.0,208.0,0.0,2.0,2.0,1.0,37.35,342.2580000000001,25.87,10.37,2.0,208.0,0.0,2.0,2.0,1.0,50.86,-14.593597560007947,-29.778963414577362,33.16262582773274,3.0,3400.0
1388,15.912,376.59,21.2,-1.57,1.0,208.0,2.0,0.0,2.0,1.0,39.47,475.912,41.02,8.23,3.0,208.0,2.0,0.0,2.0,1.0,658.84,-18.69847560982879,-25.012499999990354,31.229123368754355,3.0,3000.0
1389,52.26,940.3,51.72,0.0,31.0,207.0,0.0,3.0,2.0,1.0,0.0,1096.947,34.78,-15.84,4.0,208.0,3.0,0.0,2.0,1.0,166.15,-18.53750000009313,-41.07225609754451,45.061836704641046,3.0,56900.0
1390,41.445,1442.4289999999999,31.03,-11.16,3.0,208.0,0.0,4.0,2.0,1.0,0.0,1413.7979999999998,28.91,-2.82,4.0,208.0,0.0,4.0,2.0,1.0,0.0,-2.921951219166925,7.055487804875777,7.63660311211352,3.0,48900.0
1391,-34.94,1612.765,5.24,0.0,3.0,201.0,0.0,5.0,4.0,1.0,0.0,1484.88,0.17,0.0,4.0,208.0,4.0,0.0,2.0,1.0,0.0,-31.46859756103013,34.75365853661149,46.883786260683564,3.0,39400.0
1392,51.213,1439.317,0.0,0.0,4.0,207.0,0.0,4.0,2.0,1.0,17.48,1485.55,0.0,0.0,4.0,208.0,4.0,0.0,2.0,1.0,0.0,-4.293292682765552,-14.290548780458845,14.921532981116984,3.0,29900.0
1393,-49.847,1594.2820000000006,0.0,0.0,4.0,210.0,0.0,5.0,4.0,1.0,0.0,1484.493,0.0,0.0,3.0,208.0,4.0,0.0,2.0,1.0,0.0,-30.35304878139869,33.190853658512744,44.9771090323375,3.0,21800.0
1394,46.448,1407.79,6.1,0.0,4.0,208.0,0.0,4.0,2.0,1.0,31.53,1485.55,0.0,0.0,4.0,208.0,4.0,0.0,2.0,1.0,0.0,-4.7826219509105865,-22.403353658538858,22.908158543953252,3.0,19700.0
1395,65.47800000000001,1515.9879999999994,22.96,13.93,4.0,208.0,4.0,0.0,2.0,1.0,0.0,1636.86,9.43,-0.47,3.0,201.0,0.0,5.0,4.0,1.0,55.0,32.643597561400384,-33.858231707368176,47.03173732811172,3.0,4200.0
1396,50.368,315.173,21.05,-0.43,4.0,203.0,0.0,2.0,2.0,1.0,0.0,384.548,0.0,0.0,0.0,203.0,2.0,0.0,1.0,1.0,0.0,21.45457317081576,-36.172560975665405,42.0565438128256,3.0,3700.0
1397,-10.627,1509.764,43.55,9.68,2.0,201.0,4.0,0.0,4.0,1.0,59.49,1602.42,28.58,11.2,4.0,208.0,0.0,5.0,2.0,1.0,0.0,-17.039634146807124,-32.132012195098675,36.37052844767319,3.0,400.0
1398,-37.573,1596.614,0.0,0.0,3.0,201.0,0.0,5.0,4.0,1.0,0.0,1484.493,0.0,0.0,3.0,208.0,4.0,0.0,2.0,1.0,0.0,-26.59359756152986,33.80396341466311,43.010782064553176,3.0,19200.0
1399,42.089,107.06700000000001,30.98,-1.56,4.0,203.0,0.0,2.0,2.0,1.0,192.24,21.923000000000002,2.48,8.57,1.0,208.0,1.0,0.0,2.0,1.0,300.99,20.44176829286011,19.778353658507626,28.44378955730025,3.0,29600.0
1400,28.351,258.27299999999997,21.77,5.76,2.0,208.0,0.0,2.0,2.0,1.0,70.5,116.3,30.96,1.72,4.0,203.0,0.0,2.0,2.0,1.0,183.65,12.47987804888952,41.251524390224034,43.09797699002127,3.0,29300.0
1401,40.202,149.779,30.89,0.0,4.0,203.0,0.0,2.0,2.0,1.0,118.2,267.98,14.2,-4.44,4.0,203.0,0.0,2.0,2.0,1.0,31.96,-16.23506097565973,-31.536890243935375,35.470447574585464,3.0,23600.0
1402,49.119,277.005,0.0,0.0,4.0,203.0,0.0,2.0,2.0,1.0,22.94,302.42,0.0,0.0,3.0,208.0,0.0,2.0,2.0,1.0,22.01,-0.5771341463891654,-8.280792682880262,8.300880150910004,3.0,20900.0
1403,49.099,277.0,0.0,0.0,4.0,203.0,0.0,2.0,2.0,1.0,22.94,261.225,0.0,0.0,3.0,208.0,0.0,2.0,2.0,1.0,23.87,5.093292682999518,2.9310975609937815,5.8764754119080695,3.0,18400.0
1404,28.656999999999996,243.91,2.29,-0.27,2.0,208.0,0.0,2.0,2.0,1.0,29.46,276.999,0.0,0.0,4.0,203.0,0.0,2.0,2.0,1.0,22.94,-9.688109756027144,-6.176524390196768,11.489513661923375,3.0,17600.0
1405,12.49,241.614,36.95,9.22,11.0,211.0,0.0,2.0,2.0,1.0,0.0,276.996,0.0,0.0,4.0,203.0,0.0,2.0,2.0,1.0,22.94,-14.503963415158868,-4.928658536575712,15.318506119019162,3.0,16100.0
1406,38.762,285.093,0.0,0.0,3.0,208.0,0.0,2.0,2.0,1.0,17.33,276.994,0.0,0.0,4.0,203.0,0.0,2.0,2.0,1.0,22.95,-1.8051829268565267,3.566768292689741,3.9975644401499264,3.0,15200.0
1407,38.499,238.805,0.0,0.0,3.0,208.0,0.0,2.0,2.0,1.0,22.42,276.994,0.0,0.0,4.0,203.0,0.0,2.0,2.0,1.0,22.95,-7.502439023824637,-8.761890243920611,11.535047115322847,3.0,15100.0
1408,48.958,276.119,2.39,-0.16,4.0,203.0,0.0,2.0,2.0,1.0,24.17,280.926,0.13,2.09,2.0,208.0,0.0,2.0,2.0,1.0,25.57,5.125000000442946,-4.012500000024419,6.508900157072327,3.0,8000.0
1409,18.570999999999998,310.568,17.88,0.61,1.0,208.0,0.0,2.0,2.0,1.0,28.63,293.9840000000001,15.01,3.7,4.0,203.0,0.0,2.0,2.0,1.0,36.45,-6.474695121017627,8.591463414685256,10.758016569795974,3.0,5200.0
1410,53.097,339.13599999999997,22.74,0.95,4.0,203.0,0.0,2.0,2.0,1.0,0.0,419.25300000000004,31.28,2.62,2.0,210.0,2.0,0.0,2.0,1.0,64.52,-3.669207317118601,-24.119512195111167,24.397007006313558,3.0,2900.0
1411,53.448,341.556,26.61,11.93,4.0,203.0,0.0,2.0,2.0,1.0,0.0,307.33799999999997,22.23,0.0,1.0,208.0,0.0,2.0,2.0,1.0,50.63,14.184756098008465,4.835060975662,14.986164292385089,3.0,2800.0
1412,37.163000000000004,906.0369999999999,51.44,-1.09,3.0,208.0,0.0,3.0,2.0,1.0,345.6,814.153,50.99,-1.54,3.0,207.0,0.0,3.0,2.0,1.0,91.88,10.27073170790994,25.71280487804537,27.688197205890827,3.0,59700.0
1413,51.24,1484.493,0.0,0.0,3.0,208.0,4.0,0.0,2.0,1.0,0.0,1632.0529999999999,1.81,0.0,1.0,201.0,0.0,5.0,4.0,1.0,26.95,21.959451220009655,-42.704878048758346,48.020038598936026,3.0,42500.0
1414,53.074,1456.799,0.0,0.0,4.0,207.0,0.0,4.0,2.0,1.0,28.75,1594.942,0.09,1.74,2.0,201.0,0.0,5.0,4.0,1.0,0.0,24.152134146211985,-41.61341463417247,48.11446623763146,3.0,33900.0
1415,51.213,1439.317,0.0,0.0,4.0,207.0,0.0,4.0,2.0,1.0,17.48,1484.493,0.0,0.0,3.0,208.0,4.0,0.0,2.0,1.0,0.0,0.5765243899077177,-13.760975609737926,13.77304723378093,3.0,21200.0
1416,-20.691,1634.119,0.0,0.0,1.0,201.0,0.0,5.0,4.0,1.0,2.49,1484.493,0.0,0.0,3.0,208.0,4.0,0.0,2.0,1.0,0.0,-24.519207317768256,42.574085365830385,49.12987148597799,3.0,20200.0
1417,51.24,1484.493,0.0,0.0,3.0,208.0,4.0,0.0,2.0,1.0,0.0,1453.0870000000002,0.41,-0.41,3.0,208.0,0.0,4.0,2.0,1.0,31.41,2.5564024395241245,9.692987804897356,10.024430458569396,3.0,18200.0
1418,51.24,1484.493,0.0,0.0,3.0,208.0,4.0,0.0,2.0,1.0,0.0,1415.155,0.0,0.0,4.0,208.0,0.0,4.0,2.0,1.0,24.64,-0.2951219507561225,19.572560975637586,19.57478582541503,3.0,9300.0
1419,-37.384,1591.235,27.84,0.0,3.0,201.0,0.0,5.0,4.0,1.0,56.8,1569.25,27.87,3.05,3.0,208.0,4.0,0.0,2.0,1.0,0.0,-24.351829268242714,7.2551829268355155,25.409629434753427,3.0,2100.0
1420,-14.333,1627.269,29.94,0.0,1.0,205.0,0.0,5.0,4.0,1.0,41.77,1603.721,34.62,11.37,3.0,208.0,0.0,5.0,2.0,1.0,0.0,-15.94024390300236,2.692378048782192,16.16602224558559,3.0,700.0
1421,38.762,285.093,0.0,0.0,3.0,208.0,0.0,2.0,2.0,1.0,17.33,201.37900000000002,2.03,1.31,3.0,208.0,0.0,2.0,2.0,1.0,37.43,11.109451219019276,22.44756097554672,25.04621528572045,3.0,8700.0
1422,53.074,1456.799,0.0,0.0,4.0,207.0,0.0,4.0,2.0,1.0,27.99,1605.129,0.0,0.0,1.0,201.0,0.0,5.0,4.0,1.0,0.0,20.762195122405526,-43.17865853656436,47.91101438414825,3.0,40700.0
1423,4.442,509.961,32.99,5.47,1.0,208.0,0.0,3.0,2.0,1.0,0.0,357.69699999999995,0.0,0.0,0.0,211.0,2.0,0.0,2.0,2.0,0.0,22.2314024389517,40.93079268293478,46.578589974966135,3.0,400.0
1424,42.723,61.7,0.0,0.0,0.0,207.0,1.0,0.0,2.0,3.0,0.0,52.285,0.04,-0.23,3.0,207.0,0.0,0.0,2.0,1.0,0.0,-2.7414634148022388,4.763719512195122,5.4962391910803605,3.0,103800.0
1425,53.074,1456.799,0.0,0.0,4.0,207.0,0.0,4.0,2.0,1.0,28.75,1448.398,0.0,0.0,3.0,208.0,0.0,4.0,2.0,1.0,36.1,3.654878048748687,2.718902439043698,4.555278698857268,3.0,23800.0
1426,27.989,1347.3339999999996,21.53,-11.11,3.0,208.0,0.0,4.0,2.0,1.0,101.06,1456.799,0.0,0.0,4.0,207.0,0.0,4.0,2.0,1.0,28.75,-5.096646340950052,-34.5201219512269,34.894335119791236,3.0,22200.0
1427,53.074,1456.799,0.0,0.0,4.0,207.0,0.0,4.0,2.0,1.0,28.75,1415.155,0.0,0.0,4.0,208.0,0.0,4.0,2.0,1.0,24.64,0.6219512195235527,11.1606707317306,11.1779870505192,3.0,12300.0
1428,-40.049,1543.454,21.65,0.0,4.0,210.0,4.0,0.0,4.0,1.0,0.0,1488.017,12.8,3.72,0.0,207.0,4.0,0.0,2.0,3.0,0.0,-31.51585365753485,16.379573170760104,35.51815661066093,3.0,3400.0
1429,38.375,325.408,0.98,-6.11,3.0,208.0,0.0,2.0,2.0,1.0,18.63,285.093,0.0,0.0,3.0,208.0,0.0,2.0,2.0,1.0,17.33,5.083231707728219,11.201524390291038,12.30095090880126,3.0,10400.0
1430,19.564,437.46,30.01,2.87,2.0,210.0,2.0,0.0,2.0,1.0,71.31,357.69699999999995,0.0,0.0,0.0,211.0,2.0,0.0,2.0,2.0,0.0,15.68079268298589,18.859756097521228,24.52708012024205,3.0,2900.0
1431,38.626999999999995,360.31699999999995,30.56,-11.46,3.0,208.0,2.0,0.0,2.0,1.0,50.5,195.858,27.79,-2.86,1.0,208.0,0.0,2.0,2.0,1.0,78.49,26.960365853851613,40.80914634140777,48.91060981104165,3.0,1000.0
1432,18.494,324.8520000000001,17.84,0.0,1.0,208.0,0.0,2.0,2.0,1.0,31.39,394.657,31.65,9.5,3.0,208.0,2.0,0.0,2.0,1.0,45.67,-14.09878048778898,-15.358231707317074,20.848282721089973,3.0,5100.0
1433,24.004,398.699,28.23,1.3,2.0,210.0,2.0,0.0,2.0,1.0,58.55,278.22,12.55,11.21,4.0,203.0,0.0,2.0,2.0,1.0,45.35,9.815243902479912,34.81829268297056,36.17530260028477,3.0,4300.0
1434,41.586999999999996,1454.0620000000001,0.38,0.0,3.0,208.0,0.0,4.0,2.0,1.0,30.43,1594.4679999999994,0.0,0.0,2.0,201.0,0.0,5.0,4.0,1.0,0.0,20.682317072741412,-42.45579268296375,47.225549989769405,3.0,16400.0
1435,41.629,1454.626,0.0,0.0,3.0,208.0,0.0,4.0,2.0,1.0,29.87,1605.129,0.0,0.0,1.0,201.0,0.0,5.0,4.0,1.0,0.0,17.304268293650598,-43.988719512140605,47.26991797640886,3.0,13900.0
1436,33.368,1394.257,19.9,0.65,3.0,208.0,0.0,4.0,2.0,1.0,89.81,1415.149,13.34,-0.06,4.0,207.0,0.0,4.0,2.0,1.0,39.07,-3.8067073172253623,-7.005792682942162,7.9732146412462175,3.0,45300.0
1437,39.76,344.048,0.0,0.0,3.0,208.0,0.0,2.0,2.0,1.0,0.0,328.776,0.0,0.0,2.0,210.0,0.0,2.0,2.0,1.0,17.62,4.773475609367668,2.910975609741333,5.591050741473999,3.0,38700.0
1438,51.213,1439.317,0.0,0.0,4.0,207.0,0.0,4.0,2.0,1.0,17.48,1403.03,6.06,0.21,4.0,208.0,0.0,4.0,2.0,1.0,36.29,0.6018292684130735,9.597256097576311,9.616107480201343,3.0,21900.0
1439,37.439,1407.224,5.48,-6.95,3.0,208.0,0.0,4.0,2.0,1.0,46.39,1439.3129999999999,0.3,2.84,4.0,207.0,0.0,4.0,2.0,1.0,17.49,-3.1810975605167635,-8.666158536599564,9.231559211260207,3.0,17800.0
1440,-34.492,1583.119,12.35,-3.94,3.0,201.0,4.0,0.0,4.0,1.0,0.0,1444.307,8.6,8.3,4.0,207.0,0.0,4.0,2.0,1.0,24.5,-26.509146341520204,41.898780487756035,49.58066806848512,3.0,5700.0
1441,53.17,1454.374,20.35,4.53,4.0,207.0,0.0,4.0,2.0,1.0,22.86,1598.362,37.87,-15.84,2.0,201.0,0.0,5.0,4.0,1.0,38.57,23.688414634103182,-42.4536585365564,48.61536908237685,3.0,5000.0
1442,28.345,306.494,0.0,0.0,2.0,208.0,0.0,2.0,2.0,1.0,26.78,346.39599999999996,0.0,0.0,2.0,208.0,0.0,2.0,2.0,1.0,0.0,-5.375304878064681,-10.91615853656549,12.167843676164546,3.0,12100.0
1443,-12.162,1486.249,46.97,-11.39,2.0,201.0,0.0,4.0,4.0,1.0,0.0,1447.1570000000006,13.65,6.62,4.0,208.0,0.0,4.0,2.0,1.0,146.3,-19.94451219528323,10.980792682995544,22.76755091472796,3.0,2700.0
1444,8.697000000000001,289.111,26.11,-9.98,11.0,211.0,0.0,2.0,2.0,1.0,0.0,302.42,0.0,0.0,3.0,208.0,0.0,2.0,2.0,1.0,22.01,-10.18536585360402,0.2817073171083793,10.189260845825627,3.0,16000.0
1445,29.185,346.39599999999996,0.0,0.0,2.0,208.0,0.0,2.0,2.0,1.0,0.0,317.20799999999997,0.96,-0.2,1.0,208.0,0.0,2.0,2.0,1.0,23.4,6.592073170865728,6.745426829268293,9.431660076522066,3.0,14600.0
1446,64.712,1502.1760000000006,33.02,15.84,4.0,208.0,4.0,0.0,2.0,1.0,0.0,1377.8310000000001,51.91,10.13,1.0,201.0,0.0,4.0,4.0,1.0,0.0,21.524390244356745,38.91737804877311,44.47315695543197,3.0,300.0
1447,-68.742,384.548,0.0,0.0,0.0,203.0,2.0,0.0,1.0,1.0,0.0,405.345,32.16,7.6,3.0,208.0,2.0,0.0,2.0,1.0,80.81,-29.860365854167362,11.35457317073682,31.946326562444398,3.0,3300.0
1448,39.351,302.42,0.0,0.0,3.0,208.0,0.0,2.0,2.0,1.0,22.02,346.39599999999996,0.0,0.0,2.0,208.0,0.0,2.0,2.0,1.0,0.0,-2.8594512197120885,-13.460670731728895,13.761036219192796,3.0,30000.0
1449,6.559,21.596999999999998,0.0,0.0,1.0,208.0,1.0,0.0,2.0,1.0,172.06,19.25,0.0,0.0,2.0,203.0,1.0,0.0,2.0,1.0,74.74,-2.3661585362832542,1.9640243902558283,3.075076913565885,3.0,37200.0
1450,38.024,261.225,0.0,0.0,3.0,208.0,0.0,2.0,2.0,1.0,23.87,131.533,30.89,0.0,4.0,203.0,0.0,2.0,2.0,1.0,127.76,15.330792682972259,35.879878048776504,39.01792989233732,3.0,25800.0
1451,43.996,176.168,27.17,-1.44,4.0,203.0,0.0,2.0,2.0,1.0,98.9,237.618,11.28,0.04,2.0,208.0,0.0,2.0,2.0,1.0,68.88,-2.1320121944881976,-19.37957317071467,19.496495384466677,3.0,24300.0
1452,49.011,258.862,0.0,0.0,4.0,203.0,0.0,2.0,2.0,1.0,18.13,238.805,0.0,0.0,3.0,208.0,0.0,2.0,2.0,1.0,22.42,5.148170731689144,3.760060975640422,6.375085914962617,3.0,16500.0
1453,18.738,340.6040000000001,0.0,0.0,1.0,208.0,0.0,2.0,2.0,1.0,0.0,344.048,0.0,0.0,3.0,208.0,0.0,2.0,2.0,1.0,0.0,-6.252134145839459,1.7582317073148015,6.4946562737514295,3.0,12900.0
1454,28.345,306.494,0.0,0.0,2.0,208.0,0.0,2.0,2.0,1.0,26.78,258.862,0.0,0.0,4.0,203.0,0.0,2.0,2.0,1.0,18.13,0.4295731707271643,15.824085365833216,15.82991505896938,3.0,12600.0
1455,49.011,258.862,0.0,0.0,4.0,203.0,0.0,2.0,2.0,1.0,18.12,277.089,8.55,-11.15,1.0,208.0,0.0,2.0,2.0,1.0,40.4,5.714329268510749,-8.76737804877538,10.465203143709488,3.0,11000.0
1456,28.345,306.494,0.0,0.0,2.0,208.0,0.0,2.0,2.0,1.0,26.78,357.69699999999995,0.0,0.0,0.0,211.0,2.0,0.0,2.0,2.0,0.0,-1.4475609755098091,-16.136890243903576,16.201686934440172,3.0,9900.0
1457,49.038999999999994,259.957,2.45,2.65,4.0,203.0,0.0,2.0,2.0,1.0,31.16,205.065,2.54,-0.23,3.0,208.0,0.0,2.0,2.0,1.0,34.38,10.207317072739144,13.16798780484,16.660889071470553,3.0,7000.0
1458,9.112,357.69699999999995,0.0,0.0,0.0,211.0,2.0,0.0,2.0,2.0,0.0,263.371,11.23,11.23,4.0,203.0,0.0,2.0,2.0,1.0,36.71,1.2954268292183193,30.75274390242313,30.780016052592977,3.0,6400.0
1459,27.041999999999998,278.135,18.04,11.66,2.0,208.0,0.0,2.0,2.0,1.0,40.58,292.6690000000001,23.07,11.22,4.0,203.0,0.0,2.0,2.0,1.0,52.17,-8.119207317089073,-1.140243902436185,8.198883071182053,3.0,4300.0
1460,50.128,307.319,23.98,-5.24,4.0,203.0,0.0,2.0,2.0,1.0,0.0,322.892,22.23,0.0,1.0,208.0,0.0,2.0,2.0,1.0,49.48,6.763109755872681,-8.397560975608053,10.78233202554232,3.0,3700.0
1461,12.448,171.03799999999995,27.09,-3.5,1.0,208.0,0.0,2.0,2.0,1.0,81.4,295.76099999999997,6.4,0.0,1.0,208.0,0.0,2.0,2.0,1.0,27.98,-16.710365853817542,-33.94695121955365,37.83691086850493,3.0,8600.0
1462,28.35,290.89,20.38,0.0,2.0,208.0,0.0,2.0,2.0,1.0,63.65,436.61400000000003,33.33,-5.44,1.0,208.0,2.0,0.0,2.0,1.0,41.79,-16.337195121989836,-40.78292682924501,43.93348455578639,3.0,1600.0
1463,29.226999999999997,326.585,8.75,0.0,2.0,208.0,0.0,2.0,2.0,1.0,39.33,384.548,0.0,0.0,0.0,203.0,2.0,0.0,1.0,1.0,0.0,17.085365853669895,-30.29390243904257,34.779739092465576,3.0,6800.0
1464,40.438,1423.915,0.03,-0.19,3.0,208.0,0.0,4.0,2.0,1.0,30.68,1543.925,27.91,-0.38,2.0,201.0,4.0,0.0,4.0,1.0,0.0,18.029878048578325,-34.8576219511792,39.244494015567795,3.0,5500.0
1465,39.351,302.42,0.0,0.0,3.0,208.0,0.0,2.0,2.0,1.0,22.02,237.653,1.63,-5.36,3.0,208.0,0.0,2.0,2.0,1.0,23.57,8.245426829245577,17.34603658530055,19.206041987224435,3.0,33200.0
1466,-2.569,1459.826,43.49,12.9,1.0,201.0,0.0,4.0,4.0,1.0,0.0,1427.3239999999994,5.62,4.48,3.0,208.0,0.0,4.0,2.0,1.0,56.84,-13.61615853668077,8.09817073168233,15.842352808074342,3.0,3200.0
1467,23.78,172.582,28.73,-2.77,2.0,208.0,0.0,2.0,2.0,1.0,156.19,324.439,1.16,-4.64,3.0,208.0,0.0,2.0,2.0,1.0,19.61,-22.44634146308072,-40.24085365853375,46.077809716226156,3.0,35200.0
