,localx_X,localy_X,vel_X,acc_X,laneID_X,localy_Y,vel_Y,acc_Y,laneID_Y,relative_x,relative_y,relative_distance,num_lanes,duration,direction_X__1.0,direction_X__2.0,direction_X__3.0,direction_X__4.0,direction_Y__1.0,direction_Y__2.0,direction_Y__3.0,direction_Y__4.0,movement_X__1.0,movement_X__2.0,movement_X__3.0,movement_Y__1.0,movement_Y__2.0,movement_Y__3.0,exit_X__201.0,exit_X__203.0,exit_X__204.0,exit_X__205.0,exit_X__206.0,exit_X__207.0,exit_X__208.0,exit_X__209.0,exit_X__210.0,exit_X__211.0,exit_Y__201.0,exit_Y__203.0,exit_Y__204.0,exit_Y__205.0,exit_Y__206.0,exit_Y__207.0,exit_Y__208.0,exit_Y__209.0,exit_Y__210.0,exit_Y__211.0,int_X__0.0,int_X__1.0,int_X__2.0,int_X__3.0,int_X__4.0,int_Y__0.0,int_Y__1.0,int_Y__2.0,int_Y__3.0,int_Y__4.0,section_X__0.0,section_X__1.0,section_X__2.0,section_X__3.0,section_X__4.0,section_X__5.0,section_Y__0.0,section_Y__1.0,section_Y__2.0,section_Y__3.0,section_Y__4.0,section_Y__5.0,distance_x_toexit,distance_y_toexit,range,zero_to_10,ten_to_30,thirty_plus
2216,-5.47,484.49,0.0,0.0,11,343.51,0.0,0.0,2,12.63353658,41.24756098,43.13893292,3,17100,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,143.19936130000002,1272.521861,50,0,1,0
2217,29.27,321.482,5.88,-6.79,2,484.49,0.0,0.0,11,-15.39756098,-47.36463415,49.80455252,3,13500,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1294.407402,143.19936130000002,50,0,1,0
2222,-2.281,805.938,27.73,-0.32,11,719.048,0.34,0.0,12,13.35182927,22.71310976,26.34685369,3,45500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,437.4752368,356.20822749999996,50,0,0,1
2223,-15.29,719.7710000000001,0.34,0.15,12,577.18,0.0,0.0,12,18.84054878,39.17804878,43.47281662,3,47900,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,356.96666160000007,224.92968399999998,50,0,0,1
2224,-25.015,542.03,0.0,0.0,1,480.991,0.0,0.0,0,5.543902439,17.98658537,18.82158621,3,19700,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,200.2801045,147.9419509,50,0,1,0
2225,-14.187999999999999,624.319,0.0,0.0,12,538.139,0.0,0.0,12,11.79817073,23.4804878,26.27794018,3,51500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,266.9827813,191.7107268,50,0,0,1
2226,-46.35,523.23,0.0,0.0,3,480.991,0.17,1.8,0,-2.8875000010000003,15.68871951,15.95222794,3,31800,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,505.9177061000001,147.7218761,50,0,0,1
2227,-15.985,518.249,0.0,0.0,12,569.771,1.8,-7.93,3,1.05,-17.93780488,17.96850978,3,26200,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,175.8062812,552.0626731000001,50,0,1,0
2229,-10.787,819.962,21.6,-10.46,12,681.2410000000001,13.21,-0.92,12,17.28628049,37.842987799999996,41.604173100000004,3,59000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,452.1015396000001,320.52924900000005,50,0,0,1
2230,-16.259,739.707,1.68,-4.3,12,600.132,0.0,0.0,12,18.29969512,38.40792683,42.54465519,3,47900,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,376.2841596,245.58066609999997,50,0,0,1
2231,-12.954,783.678,0.0,0.0,12,621.818,0.0,0.0,12,20.87469512,44.00640244,48.70643029,3,20600,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,416.3254113,264.6926446,50,0,1,0
2232,-15.605,536.64,0.0,-0.26,12,453.587,1.6,0.0,3,-7.080182927,33.60426829,34.34204184,3,12700,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,190.4717005,1176.759947,50,0,1,0
2236,-14.94,696.622,0.0,0.0,12,616.119,19.79,-11.31,11,7.87652439,23.51859756,24.80250124,3,40100,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,334.8400823,255.5700043,50,0,0,1
2237,-16.748,739.023,0.0,0.0,12,809.6569999999999,0.0,0.0,12,-8.627439024,-18.97682927,20.84592894,3,31400,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,375.7980778,442.0753117,50,0,0,1
2239,-34.666,587.3330000000001,21.69,3.12,2,480.991,0.0,0.0,0,8.895426829,31.71280488,32.93676687,3,44400,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,568.8189070000001,147.9419509,50,0,0,1
2240,-14.94,696.622,0.0,0.0,12,577.18,0.0,0.0,12,15.87164634,32.77469512,36.415515899999995,3,37400,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,334.8400823,224.92968399999998,50,0,0,1
2243,-11.822000000000001,1048.229,48.5,9.4,1,1166.4769999999999,38.24,-0.62,2,-12.43262195,-32.50304878,34.79968777,3,81200,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,680.0622563999999,793.7593909,50,0,0,1
2244,-9.245,828.5139999999999,48.88,3.17,12,875.305,42.02,4.17,1,-4.292378049,-13.71676829,14.37269083,3,73600,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,460.56555949999995,507.5164858,50,0,0,1
2245,-3.888,639.011,42.18,8.41,11,480.991,0.0,0.0,0,24.17286585,41.79359756,48.28076471,3,69600,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,276.7168646,147.9419509,50,0,0,1
2246,-3.9010000000000002,544.212,17.05,-7.24,11,617.2769999999999,32.66,-3.52,11,-9.307012195,-20.24146341,22.27862916,3,66500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,190.68435480000002,257.05319840000004,50,0,0,1
2247,-4.582,506.256,0.31,-3.22,11,518.249,0.0,0.0,12,1.5457317069999998,-4.79847561,5.0412949419999995,3,59000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,159.36697759999998,175.8062812,50,0,0,1
2248,-5.093999999999999,560.126,7.46,-8.61,11,506.274,0.0,0.0,11,6.981402439,14.86006098,16.41832489,3,49000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,205.1469271,159.3491121,50,0,0,1
2249,-43.698,553.966,21.62,-3.03,3,506.274,0.0,0.0,11,-4.434451219,18.28231707,18.81242874,3,47800,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,536.2631539,159.3491121,50,0,0,1
2250,-4.553,506.274,0.0,0.0,11,493.23800000000006,0.0,0.0,2,10.36768293,-0.586585366,10.38426366,3,41400,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,159.3491121,475.08741789999993,50,0,0,1
2251,29.003,343.51,0.0,0.0,2,506.274,0.0,0.0,11,-15.76951219,-47.10853659,49.67787973,3,23700,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1272.521861,159.3491121,50,0,1,0
2252,-4.553,506.274,0.0,0.0,11,346.347,0.39,3.12,1,17.93993902,45.13567073,48.57026029,3,22100,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,159.3491121,1173.8526570000001,50,0,1,0
2253,-35.51,1587.401,12.76,1.96,3,1571.775,23.86,-0.21,1,-7.555182927000001,4.957621951,9.036526129,3,25300,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1086.9387609999999,857.0039828,50,0,1,0
2254,-2.812,1464.412,40.54,13.95,1,1522.031,32.65,6.74,1,0.30640243899999997,-17.55762195,17.5602953,3,21900,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,753.3358129,1134.812946,50,0,1,0
2255,-17.079,1084.09,51.55,-6.72,1,1247.757,48.59,-8.3,3,-12.96554878,-46.22317073,48.00715538,3,14000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,389.2796291,1221.1996570000001,50,0,1,0
2256,-15.905999999999999,1073.82,51.61,-3.14,1,1177.912,51.19,3.01,3,-7.0393292679999995,-29.96707317,30.78274892,3,13800,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,379.3547472,1154.226836,50,0,1,0
2259,-14.922,718.6210000000001,0.0,0.0,12,598.132,0.0,0.0,12,16.14603659,32.99664634,36.73517616,3,39800,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,355.7599292,243.7863003,50,0,0,1
2260,-14.874,559.173,0.0,0.0,12,453.219,2.74,0.25,3,-3.050609756,39.29573171,39.41396644,3,12000,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,209.113757,1176.239574,50,0,1,0
2261,-24.564,499.199,0.0,0.0,1,452.80699999999996,4.97,8.48,0,-12.2722561,23.37987805,26.40505572,3,10400,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,480.18580419999995,1175.172692,50,0,1,0
2262,-16.438,529.729,7.02,-4.4,12,480.991,0.0,0.0,0,6.269817073,13.47073171,14.85837201,3,73400,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,185.27923810000001,147.9419509,50,0,0,1
2263,-15.831,540.0830000000001,2.78,0.61,12,480.991,0.0,0.0,0,7.8070121960000005,16.23292683,18.01269977,3,64600,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,193.4462878,147.9419509,50,0,0,1
2264,-14.874,559.182,0.92,-7.52,12,480.991,0.39,-3.12,0,10.55701219,21.37164634,23.83689942,3,63300,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,209.1127606,147.83169980000002,50,0,0,1
2265,-5.443,536.97,3.27,-1.53,11,480.991,0.0,0.0,0,10.25091463,14.009756099999999,17.35956557,3,61700,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,185.24183490000001,147.9419509,50,0,0,1
2266,9.112,357.69699999999995,0.0,0.0,0,480.991,0.0,0.0,0,-12.84603659,-35.65609756,37.89957716,3,59000,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,133.8665835,147.9419509,50,0,0,1
2267,-15.774000000000001,480.991,0.0,0.0,0,318.055,9.43,-0.83,11,18.12195122,46.1222561,49.55469325,3,56900,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,147.9419509,163.5907125,50,0,0,1
2268,-15.774000000000001,480.991,0.09,-1.79,0,628.135,27.19,0.36,1,-16.53079268,-41.83506098,44.98265703,3,41400,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,147.9419509,609.0340012,50,0,0,1
2269,19.442999999999998,337.793,8.88,0.34,1,480.991,0.39,-3.12,0,-12.76097561,-41.97713415,43.87393634,3,39100,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1182.22171,147.83169980000002,50,0,0,1
2270,-5.117,554.805,0.0,0.0,11,480.991,0.39,3.12,0,12.65823171,18.88018293,22.7308631,3,31000,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,200.4821101,147.83169980000002,50,0,0,1
2271,-15.774000000000001,480.991,0.0,0.0,0,343.68699999999995,0.0,-5.76,2,9.31402439,41.59664634,42.62665876,3,29800,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,147.9419509,1272.325692,50,0,1,0
2272,-36.021,493.23800000000006,0.0,0.0,2,480.991,0.0,0.0,0,-3.938719512,6.044207317000001,7.214288148,3,28400,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,475.08741789999993,147.9419509,50,0,1,0
2274,-16.019000000000002,643.8330000000001,0.0,0.0,12,559.173,0.0,0.0,12,10.89481707,23.40121951,25.81306091,3,42700,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,285.69032930000003,209.113757,50,0,0,1
2275,-4.396,576.3969999999999,0.0,0.0,11,670.8439999999999,0.0,0.0,12,-9.600914633,-27.33780488,28.97469823,3,15800,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,219.3293622,310.51911939999997,50,0,1,0
2276,-15.147,577.18,0.0,0.0,12,453.728,2.81,-3.77,3,-1.935365854,44.847256099999996,44.88899665,3,15000,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,224.92968399999998,1176.99115,50,0,1,0
2280,-46.31399999999999,532.205,0.85,6.24,3,533.985,0.0,0.0,11,-11.45304878,4.928048781,12.4682794,3,41400,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,514.8691109,182.69924419999998,50,0,0,1
2281,-15.147,577.18,0.0,0.0,12,672.8710000000001,0.0,0.0,12,-12.81981707,-26.20731707,29.1748381,3,51600,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,224.92968399999998,312.29868239999996,50,0,0,1
2282,-14.94,696.622,0.0,0.0,12,598.132,0.0,0.0,12,13.22835366,26.95762195,30.02836529,3,36400,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,334.8400823,243.7863003,50,0,0,1
2283,-25.015,542.03,0.0,0.0,1,533.985,0.0,0.0,11,-4.306402439,4.799085366,6.447970402999999,3,26000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,200.2801045,182.69924419999998,50,0,1,0
2284,-34.532,1444.568,37.73,-11.11,4,1504.4720000000002,51.3,-15.84,1,-9.228353658,-18.67408537,20.82988179,3,19700,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1393.402519,1117.5664869999998,50,0,1,0
2285,-15.624,598.132,0.0,0.0,12,452.68699999999995,2.72,-0.12,0,2.897256098,49.65670732,49.74115675,3,11700,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,243.7863003,1175.746,50,0,1,0
2286,53.666000000000004,453.48199999999997,1.6,0.0,3,568.648,9.7,-0.46,2,7.6862804879999995,-44.7320122,45.38757344,3,14200,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1176.586166,550.1297986000001,50,0,1,0
2288,-11.395,1396.7120000000002,41.15,0.0,1,1427.519,40.94,13.45,1,1.18445122,-9.419817072999999,9.493991699,3,87600,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1012.273415,1040.974174,50,0,0,1
2289,-15.985,518.249,0.0,0.0,12,560.744,17.42,-6.78,12,-5.660670732000001,-11.64573171,12.9486007,3,71000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,175.8062812,210.9416772,50,0,0,1
2290,-4.022,674.324,47.39,3.66,11,765.253,44.54,0.0,12,-8.145731707000001,-26.51676829,27.73971784,3,69500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,310.2995599,400.36481319999996,50,0,0,1
2291,-15.614,600.683,1.19,-0.85,12,533.985,0.0,0.0,11,6.038414634,19.65579268,20.56240835,3,60200,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,246.0562363,182.69924419999998,50,0,0,1
2292,-5.456,533.985,0.0,0.0,11,538.139,0.0,0.0,12,2.235670732,-2.483536585,3.341583097,3,56800,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,182.69924419999998,191.7107268,50,0,0,1
2293,-14.722999999999999,700.9680000000001,3.68,-0.17,12,862.424,14.02,0.3,1,-17.93932927,-45.17073171,48.60261863,3,54500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,338.9199839,495.0152482,50,0,0,1
2294,-36.051,564.875,33.23,-10.34,2,518.249,0.0,0.0,12,0.656402439,15.44817073,15.46210992,3,53700,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,546.4459459,175.8062812,50,0,0,1
2295,-15.985,518.249,0.0,0.0,12,559.173,0.0,0.0,12,-5.723475608999999,-11.09176829,12.48140605,3,53500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,175.8062812,209.113757,50,0,0,1
2296,-15.985,518.249,0.0,0.0,12,618.5409999999999,41.12,-2.95,3,-5.5670731710000005,-31.27134146,31.76301467,3,51600,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,175.8062812,600.6555984,50,0,0,1
2297,-5.456,533.985,0.0,0.0,11,493.23800000000006,0.0,0.0,2,13.78902439,7.143292682999999,15.52945022,3,39900,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,182.69924419999998,475.08741789999993,50,0,0,1
2298,-34.412,518.984,3.81,1.34,2,533.985,0.0,0.0,11,-9.935060975,-0.278963415,9.938976666,3,39500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,500.6378448,182.69924419999998,50,0,0,1
2299,-15.147,577.18,0.0,0.0,12,518.249,0.0,0.0,12,8.032621951,16.07286585,17.96830632,3,35900,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,224.92968399999998,175.8062812,50,0,0,1
2300,-5.456,533.985,0.0,0.0,11,576.3969999999999,0.0,0.0,11,-5.906707318,-11.507012199999998,12.93447026,3,35300,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,182.69924419999998,219.3293622,50,0,0,1
